"","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5602Aligned.sortedByCoord.out.bam"
"TCF7L1",0.552010487296375,0.463017732180702,-0.409184518800102,-0.624278153511935,0.326283454322611,-0.30784900148765
"TCF7L1-IT1",0.400108743874771,0.258236609074794,-0.0771486484100927,-0.0139391913259024,0.290545073617933,-0.857802586831504
"TGOLN2",0.218950720123828,0.0474253039059196,-0.0801815923802751,-0.273933444397569,0.184870244206,-0.0971312314578991
"RETSAT",0.371458083203249,0.190967481403385,-0.206132938359533,-0.296713088266378,0.138194230482022,-0.197773768462745
"ELMOD3",-0.0397052644710127,-0.062518343318879,0.0226564388614872,-0.030207382153165,-0.0401543172830765,0.14992886836465
"CAPG",0.109042501465481,1.0495389143131,1.02274690308895,-1.2687049200562,0.413312799861176,-1.32593619867251
"PARTICL",0.0722858929050059,-0.464510072294212,-0.229236580429916,-0.176352602150141,0.14963792954927,0.648175432419994
"MAT2A",0.0081381181328517,0.0555307001487932,-0.199260177494624,-0.589860623617133,0.182541278490044,0.542910704340069
"GGCX",0.299862909539118,0.115378573791914,-0.24167596022574,-0.38935046096721,0.203748337984341,0.0120365998775798
"VAMP8",0.57892905313464,-0.0489985227897121,-0.355812133966535,0.625354603638547,0.147375412042484,-0.946848412059425
"VAMP5",-0.596028117978554,0.24490711987021,-0.0665625868351996,-0.0492558001063683,0.714961624191767,-0.248022239141854
"RNF181",0.135804354192137,0.0805713888125181,0.0447633685456479,-0.0946028391548204,-0.222970206649047,0.0564339342535662
"TMEM150A",-0.00497406419565882,-0.0139046894630259,-0.106241161724587,-0.137143635170714,0.0922746341826661,0.169988916371323
"USP39",0.0502188642246271,0.184387848486971,-0.0878850976691554,-0.228014209287744,-0.16146394258311,0.242756536828411
"C2orf68",-0.105798006540168,-0.176273848672959,-0.249389760668606,-0.182860551545443,0.223516570268205,0.49080559715897
"ATOH8",0.974252154068592,0.565338518234499,-0.500016095308803,-0.791155234240954,0.244839166831731,-0.493258509585062
"ST3GAL5",-0.0401932555306947,0.145445115810622,0.103229406824109,-0.0124042767161647,-0.183059343574808,-0.0130176468130632
"POLR1A",0.379264774021332,0.202106753814363,-0.0588222699048941,-0.242150394794511,-0.0890602610372904,-0.191338602098996
"PTCD3",0.147894494777249,0.16307288204132,0.0439282753777501,-0.445995274657604,-0.0428410083162749,0.133940630777559
"SNORD94",-0.162038917930505,0.167940709375066,-0.195212585988476,-0.669129008787039,0.438762218113062,0.419677585217893
"IMMT",0.235982071955257,0.10512170431858,0.101503524660786,-0.357046962423079,0.00891910458356993,-0.0944794430951124
"MRPL35",0.14652859882733,0.0722804075738983,0.0335226700447233,-0.0979148111831716,-0.274377865600698,0.119961000337918
"REEP1",-0.762134070250378,-0.201704801617685,0.579448320738543,0.384034755136256,-0.308549511804662,0.308905307797925
"KDM3A",-0.00301989363315514,0.096799997284907,0.355324108683967,-0.764037754330741,0.0681017148744312,0.246831827120592
"CHMP3",0.281776035120284,0.117085656907417,-0.00405323566252047,-0.361495464965007,-0.034330130011301,0.00101713861113062
"RNF103",-0.0779447852434103,-0.139996176474352,0.161715538018871,-0.14927248947664,-0.00630836534552781,0.21180627852106
"RMND5A",0.118766650056307,0.00936641090908008,0.0749745983505887,-0.251349822997244,-0.0938710278342123,0.142113191515482
"CD8A",-0.496702120076175,-0.776704325449156,0.702570928859451,0.375468436735445,0.0135436826469788,0.181823397283457
"RGPD1",1.55747857011344,1.88442191270977,1.96598696715198,-1.79198351962179,-1.52800375672523,-2.08790017362817
"PLGLB1",-0.739288630097973,0.389038097757926,0.150397190684323,0.0512190400572352,0.0532981198789342,0.0953361817195544
"ANAPC1P2",0.218735960688555,-0.0436171961802083,-0.033474209499889,-0.361451002422028,-0.0294506829668633,0.249257130380434
"ENSG00000204745",-0.111171632443072,0.333449907762476,0.400377946325035,-0.338040982495775,-0.407514160954952,0.122898921806287
"CYTOR",0.609016962704364,0.68625177352689,0.0575606337358505,-0.219338287874018,0.69432834902988,-1.82781943112297
"ENSG00000284879",-0.348331528334706,-0.119900159755628,-0.36070649608327,0.596767474071491,0.540342785890219,-0.308172075788107
"PLGLB2",-0.493019454301843,0.026090556265149,0.155512453259135,0.275292785260151,0.0153487390121509,0.0207749205052572
"RGPD2",1.80470771439182,2.09422336075278,2.259970890746,-2.09017672998013,-1.90551861159151,-2.16320662431895
"RNU2-63P",0.00185984301451814,0.212479005316422,0.692892876883773,-0.723830813618829,-0.311406489129003,0.128005577533118
"KRCC1",0.149952421047552,0.0169228132849364,-0.0250315600641065,-0.224808685517044,0.176706827191027,-0.0937418159423649
"THNSL2",1.17411360300793,0.443188011238151,0.425861311541539,0.0206853643136431,-0.831618746954905,-1.23222954314636
"EIF2AK3",0.0872698169008563,-0.0769382697031764,-0.0370020848555823,-0.0227359139575611,-0.0893270644002024,0.138733516015668
"EIF2AK3-DT",0.145942073591758,-0.0293280362792657,0.143761953530996,-0.831709690449771,-0.0648514309111164,0.636185130517399
"RPIA",0.452066011858338,-0.183445899854054,-0.21942708898826,-0.0142968962706269,-0.116695140171391,0.0817990134259969
"ANKRD36BP2",0.0244041637952046,-0.881625000813177,-0.510771120733717,0.3148260346057,0.928946637543932,0.124219285602059
"MRPS5",-0.0598410875052515,-0.17110463944193,0.0967000543015475,0.206899458286266,-0.160260714760407,0.0876069291197759
"ZNF514",-0.0545191635789131,0.150038709848703,0.251908336912305,0.10032523018762,-0.201927795552701,-0.245825317817013
"ZNF2",-0.0406493072938363,0.126323805196849,-0.0139862735652447,-0.207222845566408,-0.0523604974133578,0.187895118641999
"ENSG00000289370",-0.429639607749368,-1.12815013209553,0.0711053343379752,0.0966598900461986,0.62752048864157,0.762504026819155
"ENSG00000233757",-0.32153251060295,-0.508502347197465,0.0139931832194531,0.58585864419654,0.0164722734303813,0.213710756954042
"PROM2",-0.890859350254032,-0.236072707154417,0.153190971089158,0.719080697915891,-0.0330314870835915,0.287691875486992
"KCNIP3",0.902238054526307,-0.785344181451393,-0.440731425056291,0.000738458682277621,0.662900806817478,-0.339801713518377
"FAHD2A",-0.252218756817131,-0.126769578014335,0.0192073495435503,-0.0357460418995155,-0.06807354195114,0.463600569138571
"LINC00342",-0.514216066040962,-0.128176487960314,0.181601343265091,0.777187472293118,0.393261145729944,-0.709657407286875
"ANKRD36C",-0.534118843802986,-0.0143667391613764,0.171940901812498,0.379179857939248,0.229318082863814,-0.231953259651196
"FAHD2CP",-0.481255370245636,0.01416649193611,0.26736706576569,-0.0509814881706565,-0.110827876850058,0.361531177564552
"GPAT2",-0.517388794189836,0.334014124942376,0.889630062730864,-0.0423859101883415,-0.371371947672985,-0.292497535622078
"DUSP2",0.934036528226573,0.757340942096305,0.985586143615143,-0.960249782152531,-0.821878066129099,-0.894835765656391
"STARD7",0.233614002879968,0.0697745616790071,-0.0253517522356344,-0.19938654033457,-0.141664620875937,0.0630143488871679
"STARD7-AS1",0.0268735569011729,0.374775879828431,0.178815594009987,-0.341619490948549,-0.160781636464451,-0.0780639033265906
"TMEM127",0.0487179513472862,0.00974028903844903,-0.0919742770461065,-0.0116450670233199,0.0036904611444406,0.0414706425392541
"CIAO1",-0.00745429247485951,0.0737949693237683,0.0948989043063238,-0.242554937077208,-0.137221730109617,0.218537086031595
"SNRNP200",0.222437994926345,0.0453318241863325,-0.130141331616505,-0.480598875590467,0.0469038024295507,0.296066585664752
"ITPRIPL1",0.769818156606135,-0.216443535794555,-0.22336380257271,-0.867135182934599,0.493660863518412,0.0434635011773175
"NCAPH",1.30726581969893,0.13314989358651,-0.560188053466484,-1.31438432189192,0.413946705896755,0.0202099561762084
"ARID5A",0.299762209357664,0.186632686566095,-0.164571961141794,0.0795916445724574,0.122749092060128,-0.524163671414551
"KANSL3",0.317768255928618,0.109293251379055,-0.0988902291502889,-0.328712846852195,0.140722702758876,-0.140181134064064
"FER1L5",0.566488694014213,0.0137646830306333,-0.220241150719039,-0.651807389690986,0.403623382675934,-0.111828219310754
"LMAN2L",0.386416444946723,0.226569425578921,-0.430793580962533,-0.179116667448152,-0.0299336352331316,0.0268580131181766
"CNNM4",0.133715372163233,-0.244791646407241,-0.165500177224468,0.390208005771322,0.132741289703088,-0.246372844005935
"ENSG00000289135",0.337744424422589,-1.20238360882619,-0.111284088883365,0.46038165269017,0.170404482899931,0.34513713769687
"CNNM3",0.311682199527894,-0.0696095572290334,-0.0553136437896562,-0.534612173488761,0.207449040225105,0.140404134754454
"ANKRD23",0.0663277991584632,-0.277321155899091,-0.0619268671821769,0.256208396951466,0.299662425968874,-0.282950598997534
"ANKRD39",0.245433907985906,-0.273272319296672,0.103723893321808,-0.251758026391109,0.211352900617057,-0.0354803562369908
"SEMA4C",0.662651024064849,-0.178656258160578,-0.32775140378915,-0.418164904832983,0.490109007040773,-0.228187464322911
"FAHD2B",0.87861654513567,0.249707906869317,0.151395075054595,-0.84533979321434,0.20197780949366,-0.636357543338903
"ANKRD36",0.0897987853000179,0.208402068476633,0.234183736894693,-0.0144287492047068,0.21673704361148,-0.734692885078116
"ENSG00000277701",-0.381182256647352,0.0382720907562328,0.0484399265249027,0.455370787930935,0.460211261591973,-0.621111810156689
"ENSG00000230606",-0.0708657883939123,0.114905750573633,0.0453185369996199,0.357418689521497,0.45362038612982,-0.900397574830657
"ANKRD36B",-0.462950281064348,-0.244027044647204,0.0395275578752345,0.314843973666342,0.429248742114778,-0.0766429479448014
"COX5B",0.176596395024828,-0.0816228088986435,0.207348924712164,0.203967525678613,-0.359810798529206,-0.146479237987756
"ACTR1B",-0.135649362865178,-0.0552510057535516,0.149676276051164,-0.110156767144931,-0.0253505241159058,0.176731383828404
"C2orf92",-0.471154486674445,-0.250557587282093,-0.339115815419524,0.144855996915997,0.494357078659876,0.421614813800188
"TMEM131",-0.0598136629355457,0.201921041242949,-0.00291467982545601,-0.0885508155527814,-0.0754444224122084,0.024802539483046
"HMGN1P36",0.34454704264821,0.571939089658855,-0.218159941740848,-0.640545505350879,0.0307303754878248,-0.0885110607031616
"VWA3B",1.3140349150881,0.0277276248898046,1.01711544554776,-0.825630656053164,-1.47794540159697,-0.0553019278755309
"ENSG00000222000",-1.19734584327852,0.161819886509818,0.076800016980289,0.72422096123493,-0.0735912304015389,0.308096208955019
"CNGA3",-1.29116035814321,0.475935688358455,0.599175071215923,1.46097497658692,-1.16241575105368,-0.082509626964407
"INPP4A",-0.477660675088895,-0.0957306868886247,0.28259909539373,0.139835816527643,-0.0383825094560857,0.18933895951224
"COA5",0.127232949085096,0.0122927640836066,0.135865332717207,-0.428771500928686,-0.206284517468719,0.359664972511497
"UNC50",0.121652318624206,-0.0799451897747687,0.0363923091890106,-0.252697005857313,-0.0405811446681419,0.215178712487005
"MGAT4A",-0.47080395046948,-0.127830227947146,0.593058734055561,0.0678336206395302,-0.165232671957432,0.102974495678967
"CRACDL",-0.119429500952262,-0.101901523740537,1.21081230918969,-0.21309682294815,-0.279951440177642,-0.496433021371101
"TSGA10",0.17062235015456,0.0202810035584093,-0.03484759891793,-0.210228716106664,0.0705349595082088,-0.0163619981965848
"C2orf15",0.448514895313069,0.332440402947644,0.457205920685335,-0.422022432515544,-0.478447120696816,-0.337691665733687
"LIPT1",0.150559249348689,0.152210219540631,0.0652930297652712,-0.698553410753929,0.204007842739269,0.126483069360068
"MITD1",-0.0103692059168687,0.20947631526702,-0.13296792801333,-0.0956883204556735,0.0316312679856035,-0.00208212886674897
"MRPL30",0.164966847186434,0.087758388860335,0.0854558891986104,-0.287681419043972,-0.0124984038692739,-0.0380013023321331
"LYG1",-0.147285971481874,-0.497296327559151,0.295662724234092,0.644249058530595,0.0150122063140957,-0.310341690037757
"TXNDC9",0.164528928596034,0.112958083998083,-0.0397266478573979,-0.270001080793704,-0.0768319865102129,0.109072702567198
"EIF5B",-0.063220337759744,0.0280781968277619,0.0414986093863394,-0.00544956621928083,0.197841915171513,-0.198748817406589
"REV1",0.0731251570376399,-0.142627981639407,-0.112407373178653,-0.0933783264400185,0.0999461700356727,0.175342354184767
"ENSG00000273306",0.169022806536315,0.466410810901439,-0.587202239145617,0.410684082749053,0.13573847469456,-0.594653935735751
"AFF3",-0.559552528865938,-0.224895770700809,-0.0900187657326565,-0.0604604565150124,0.254255633773216,0.680671888041205
"ENSG00000230393",-0.51075736674728,-0.65726635127318,0.134694768085308,0.0651449932305257,0.268399729346703,0.699784227357924
"LONRF2",-0.673642492725716,-0.227908969906044,0.272860297525789,0.429014772359,0.0997411961015828,0.0999351966453865
"CHST10",-0.210035211971305,-0.0922410621268668,-0.260815466970287,0.0126864149565407,0.00623994425320884,0.54416538185871
"NMS",-0.604284893872409,-0.418031922449777,-0.0782065762308572,1.11680509050683,-0.545437181558666,0.529155483604875
"PDCL3",-0.093229237171514,0.162328448045584,-0.318990430108551,0.144626310899999,0.0545454765297193,0.0507194318047639
"NPAS2",0.778523863839212,0.917434800004933,0.425249916481635,-0.341101608855101,-0.26559205683312,-1.51451491463756
"RPL31",0.113035204731642,0.425587453265868,0.106465718084825,-0.161801928295906,-0.210126570946154,-0.273159876840269
"TBC1D8",-0.0611220380925666,0.172720092334962,0.484566106204131,-0.00570657290453092,-0.0397867292902894,-0.550670858251704
"CNOT11",0.405599631390875,0.115955705927884,-0.0403761927132322,-0.318929402001394,-0.0283124764410676,-0.133937266163065
"RNF149",0.0606415861592922,0.0479496034783047,0.0983032225152716,-0.0957550508035192,0.00221013434953221,-0.11334949569888
"CREG2",-1.18206792067681,-0.142639754755257,0.842359101402433,0.312101537495163,-0.0322177805101096,0.202464817044581
"MAP4K4",0.369440130001813,0.121825328207656,-0.130840052794878,-0.426849234030422,-0.0843122407365708,0.150736069352408
"ENSG00000288948",0.313915484383351,0.437692568845378,-0.133550860697634,-0.600774349503354,0.502161278581736,-0.519444121609477
"IL1R1",1.26701610358216,1.35337890843141,-0.256508630869774,-0.660215214044196,0.328897324331544,-2.03256849143114
"MFSD9",-0.250966639593332,-0.316464118547647,0.187746446527348,0.300527785918949,-0.233714651490413,0.312871177185097
"TMEM182",-0.34264388504093,0.32928952276686,0.212821700904281,-0.117612083255391,-0.297986673607616,0.216131418232798
"LINC01102",-0.89840286458879,0.256708957000806,0.575313835454056,0.180336630296077,-1.17898616955843,1.06502961139628
"PANTR1",-0.478649884893473,0.817137673993962,0.305579955620966,-0.194261721842381,-1.20058204133416,0.750776018455087
"POU3F3",-0.257299172979042,0.769905463293803,-0.422550973255012,0.226263773409717,-1.30576444275744,0.989445352287976
"MRPS9",0.0816591425030957,0.043460790115875,-0.0369686942933103,0.000202196531494891,-0.0583303654609755,-0.0300230693961785
"LINC01918",-1.47019877853311,0.0780903018522145,0.291839832691072,0.58023753355791,0.097484439827673,0.422546670604237
"GPR45",-1.02498911463068,-0.783890529155202,0.100505617241163,0.684835986386199,0.342460995481838,0.681077044676683
"TGFBRAP1",-0.00834527096320592,0.0638299928164532,-0.00226872893420715,-0.0649875507580182,-0.139693649182943,0.151465207021924
"C2orf49-DT",-0.0893075100400584,-0.250502629616715,0.00990587029630596,-0.337580136963808,0.114646647899929,0.552837758424346
"C2orf49",0.188485372804824,0.0809736716489438,0.0366541480812597,-0.287041005281064,-0.234271250371688,0.215199063117724
"FHL2",0.984613898382947,1.38222074184953,0.331932655714462,-1.57044111904372,0.552273724091374,-1.68059990099459
"NCK2",0.376102061091786,0.154986656850466,-0.215807486472496,-0.141467769717989,-0.0618768126180562,-0.111936649133708
"ENSG00000235522",0.288974593447696,-0.0593188360340379,-0.230627339861802,0.215881201573594,-0.0433694690250896,-0.171540150100361
"ECRG4",1.00323987148343,0.00363043737603563,-0.561711284652752,-0.539864029403297,0.0682685849399913,0.0264364202565921
"UXS1",-0.154712511232488,-0.00184488410426731,-0.0137477318807635,0.0783534375252994,-0.0757046979921085,0.167656387684327
"RGPD3",-0.756954501703086,-0.322272225284173,-0.166812177933966,0.525879747214758,0.220869786857966,0.499289370848503
"ST6GAL2",-1.10742496126974,-0.774529849265805,0.0458938281948553,1.07098705565786,-0.111103053220821,0.876176979903658
"RGPD4",0.312796594302348,0.397128021726255,0.119586496079432,-0.0834455653250637,-0.281843406535442,-0.464222140247529
"SLC5A7",-2.01651289866313,0.399005635490609,0.668384931988316,0.947121644665667,0.825881576703992,-0.823880890185454
"SULT1C2",0.515137379669,1.43636294018553,0.648788285062609,-0.552924629168384,0.656393120939292,-2.70375709668804
"SULT1C4",-0.0997075086949222,0.319536454178972,-0.0164970885787215,0.0411443849919308,0.407907302475046,-0.652383544372306
"GCC2",0.0103441419792523,0.00257423525494715,0.152701526405773,-0.0351245624872316,0.0796553022081206,-0.21015064336086
"LIMS1",0.220209965069587,0.30693697716531,0.175890062285512,-0.780790326399058,0.733004380032098,-0.655251058153449
"RANBP2",0.0411475171717788,0.127154474930862,0.0287603315726717,-0.272954439692099,0.116598800508513,-0.040706684491723
"CCDC138",0.195817848993104,-0.0365938693332324,0.0805975100837548,-0.196380498030087,-0.0742665718442819,0.0308255801307458
"EDAR",-0.484444564583561,0.568936824972262,0.832942135357785,-0.475267447607541,0.190432254669959,-0.632599202808904
"SH3RF3",0.387218881670524,0.593429178616551,0.474167143686423,0.169015489903138,-0.308124543653109,-1.31570615022353
"SEPTIN10",0.545938983134814,0.265009522908252,-0.160203411429371,-0.379274357893048,0.0534766219748555,-0.3249473586955
"SOWAHC",0.118505565513732,-0.0219407552187385,-0.267292272288924,0.233642545624113,-0.147980763979004,0.0850656803488237
"RGPD5",-0.265413993540793,0.0146763706227002,0.168497240622412,0.13173545397725,-0.126301987877507,0.0768069161959435
"LINC01123",-0.954675203569112,-0.40732590010927,0.30320332652634,0.195511939920869,0.817727875083561,0.0455579621476124
"MALL",1.55134466499129,1.56150292034696,0.243627681564016,-1.94000293342016,1.08750952548488,-2.50398185896699
"NPHP1",0.361422416087181,0.0564762050063856,-0.244288256782141,0.0784953894776113,-0.186231028773068,-0.0658747250159655
"MTLN",0.0544765028317342,0.0436658147908527,-0.0275655370950795,0.131704113172006,-0.19976883514414,-0.00251205855537294
"LINC01106",-1.29670272330233,0.073833649724182,0.234369287791222,0.330257318014913,0.558544125084,0.0996983426880109
"RGPD6",-0.331583707693697,-0.0358643702120025,0.151334251922994,0.0416281050514442,-0.0828108675516042,0.257296588482868
"BUB1",1.21730493057976,0.255551240831791,-0.764307387928495,-1.51476069173568,0.615497541826752,0.190714366425879
"MIR4435-2HG",0.886205122209131,0.835775714711438,-0.352682120591586,-0.182487440700004,0.403659001027441,-1.59047027665642
"ACOXL-AS1",0.371065597159783,-0.877043646201452,-0.292810079356391,-0.455781137274982,0.270046087109062,0.98452317856398
"BCL2L11",0.317523560437784,0.0701311366410611,-0.297563563947736,-0.124662961467679,-0.0296024691114738,0.0641742974480444
"ANAPC1",0.160270431892673,0.0795601891198707,0.160411223290996,-0.378306875812303,-0.0335951165201918,0.0116601480289571
"MERTK",0.348740014935593,0.661243481159467,0.139420368930576,-0.010289795031909,-0.0986167244205753,-1.04049734557315
"TMEM87B",0.0270670381001112,0.17625707995198,0.254278050554196,-0.509231122296246,0.182059656201545,-0.130430702511582
"FBLN7",-0.138897284206836,-0.201340667214269,0.187252383893497,0.238779108053141,0.17432009928226,-0.260113639807791
"ENSG00000278962",0.112381174796065,-0.363550008681396,0.168471666463444,0.147276866741501,0.00512275475273682,-0.0697024540723497
"ZC3H8",-0.435146437332982,-0.299386636600055,0.248746019657861,0.193106346071912,-0.0997090903259905,0.392389798529257
"ZC3H6",-0.396776000407497,-0.319192077068776,0.269831371641654,0.0341414635876669,-0.0174308882765288,0.429426130523484
"RGPD8",-0.380612409878831,-0.187093547926311,0.0280710918759164,0.284233221888863,0.045164374978893,0.21023726906147
"TTL",-0.00965004727968477,0.188693714638285,0.319541897723592,-0.266803601714434,-0.223995141758476,-0.00778682160927957
"POLR1B",0.104869727384861,0.132677195189397,0.0999902550766683,-0.0905314801439419,-0.201749959750453,-0.0452557377565279
"CHCHD5",-0.608664102508738,0.218402344512318,0.135868048445766,-0.378551091046653,0.115008337102073,0.517936463495233
"ENSG00000228251",-0.544513611360724,-0.41978136903371,0.685963362735911,-0.739280571342628,0.33610460220615,0.681507586795001
"ENSG00000237753",-0.164396502795456,-0.0240352297464786,0.628935385595056,-0.0572782203520599,-0.375775212233891,-0.00745022046717048
"SLC20A1",0.871035853938206,0.42088348372806,-0.175820620072387,-0.382346107423822,-0.415939334027208,-0.31781327614285
"CKAP2L",1.35434198403137,0.264382872935445,-0.514438495364491,-1.80240905961428,0.520745448911426,0.177377249100532
"IL1A",1.07201960011517,0.580046763683837,-0.381793271827843,0.760999293768523,-0.662443789747839,-1.36882859599185
"PSD4",0.213208263430441,0.0788844833987197,0.0202206519504555,0.0708290164670937,0.153598248511781,-0.536740663758489
"PAX8",0.0466837830509312,0.377767896392078,-0.34578574206912,0.838462321865288,-1.410625516785,0.493497257545825
"CBWD2",0.131552230984012,-0.117442638475532,-0.128158268800322,0.156808344014468,0.0362948384108215,-0.0790545061334411
"FOXD4L1",-0.681927862552697,0.0598621774563128,-0.135211995210011,1.16748263709497,0.0468316471963595,-0.457036603984939
"WASH2P",0.0495871067335036,-0.398276155430525,-0.111589559507515,0.188715869208262,0.100337437938849,0.171225301057427
"DDX11L2",-0.0475002416448977,-0.150622685465768,0.453632407716304,-0.40937908431043,0.0058092747569547,0.148060328947837
"ENSG00000279267",0.0972147814098754,-0.111386129630876,0.499415154506628,-0.113218884775493,-0.406011409672856,0.0339864881627223
"RPL23AP7",-0.0826042145809196,0.220131759868156,0.357430293020211,0.0528688093936647,-0.241583879328461,-0.306242768372651
"RABL2A",-0.0895165221197152,-0.0345294368355225,0.0606401177498501,-0.133742054337135,-0.108926745426611,0.306074640969136
"SLC35F5",0.215726898298461,0.165910018596309,-0.0998574358596125,-0.164056289427459,0.0404702818720875,-0.158193473479785
"ACTR3-AS1",-0.4622232433319,-0.57009295040941,0.416764541918187,-0.156911772833825,0.442740458430546,0.329722966226401
"ENSG00000270019",-0.0238790887203557,-0.387686126466466,0.467401257024751,0.08287245064591,-0.089689017974357,-0.0490194745094815
"ACTR3",0.279769183169031,0.1477293054994,-0.153131790959572,-0.11173613067759,-0.0274364422392601,-0.135194124792005
"ENSG00000279957",-0.456788666732666,0.182452137004449,-0.44421074437363,0.433103710862597,0.509355258559012,-0.223911695319762
"DPP10",-0.0165054397608602,-0.33638054197902,0.116347976040989,-0.226108547133532,-0.030069870092575,0.492716422924999
"DPP10-AS1",-0.114150916641562,-0.00831460946286489,-0.0747758345804465,0.352977278837415,-0.297242333998026,0.141506415845485
"ENSG00000238207",-0.517293025311194,-0.122292857293422,0.58829735470562,0.862977417051533,-0.297470097298771,-0.514218791853765
"DDX18",0.183308054956255,-0.042147095266186,-0.0563557885512962,-0.42404566724798,0.0856312381020974,0.253609258007108
"ENSG00000236255",-0.676542668240485,-0.0649913876386378,0.475249038078823,0.18064907801778,-0.193532660884,0.279168600666521
"CCDC93",-0.136415974103034,-0.186541081326471,-0.0528166974580664,0.0442275160541525,0.172235573020419,0.159310663813001
"ENSG00000279227",-0.179045898796328,-0.0508591524409041,-0.145392467489508,0.0562636592749762,-0.137087767383669,0.456121626835433
"INSIG2",-0.219026874458779,-0.0360014891711478,0.390384876810111,-0.152325650918097,0.00171788063275446,0.0152512571051604
"THORLNC",-0.720035087501151,0.208929399092878,0.655304166274304,-0.727380419842374,0.11373686742066,0.469445074555683
"STEAP3",0.395023509232271,0.844775806541062,0.57913872646001,0.00324203083996544,-0.762125070634855,-1.06005500243845
"C2orf76",-0.115573075576565,-0.0207605518181198,-0.414567974601509,-0.283183073255333,-0.0953848561240167,0.929469531375544
"DBI",0.630023416703517,0.251908555874229,0.0410371451849416,0.0591111890544767,-0.312663806306928,-0.669416500510232
"TMEM37",0.980705835499858,-0.584621444139203,-0.228547280914394,-0.184601101052394,0.777589617036376,-0.760525626430244
"SCTR",-1.09397572654652,0.419888442977529,0.867640875738658,0.601788513314407,0.398256574418175,-1.19359867990225
"CFAP221",0.193335351486917,-0.160576814518444,0.14361610644434,0.0459613616059595,-0.313923854898624,0.0915878498798528
"TMEM177",0.224216272370617,0.111398740735139,-0.111008955995463,-0.166326663571834,0.0772163289965144,-0.135495722534972
"PTPN4",-0.196526375551739,-0.126039193651343,0.0230721220685348,0.0563032517141382,-0.00418280928681547,0.247373004707224
"EPB41L5",-0.114723028923798,0.124053153885033,0.379042251514906,-0.249667329909276,-0.164606464783102,0.0259014182162387
"TMEM185B",0.222861970343158,0.344904898642337,0.112808960741144,-0.44373203142834,-0.0137984747781781,-0.223045323520122
"RALB",0.161261719358975,0.0621181454530806,0.182068293709913,-0.157023639188267,-0.136488716455192,-0.11193580287851
"INHBB",-0.519879430198128,0.157436078045264,-0.655925703202535,0.370889168730921,-0.478715981872711,1.12619586849719
"GLI2",0.176635279619473,0.179658193546027,-0.498613442068844,-0.0523725607777532,0.458674073583835,-0.263981543902738
"TFCP2L1",0.114914028640734,-0.558519746012976,-0.365436612181188,-0.554500687774948,0.923634756918712,0.439908260409667
"CLASP1",0.163456257597446,0.0450749624147466,-0.00959731952326415,-0.209896917422478,0.121028500968121,-0.110065484034564
"NIFK-AS1",0.187661475662635,-0.198898422769383,-0.00335692733797233,0.168063523390265,-0.349729594054056,0.196259945108511
"NIFK",0.329736988957722,0.269050129234793,0.0760011439361961,-0.399081806974913,-0.0941670898313962,-0.181539365322402
"TSN",0.288196993220196,-0.00314335681902556,0.0129089613678017,-0.366338387130963,-0.0659910490011635,0.134366838363155
"ENSG00000228400",-0.595101276500008,-0.282916904638305,0.236089145624051,0.441534021903086,0.306038679661853,-0.105643666050677
"CNTNAP5",-0.646827505477741,-0.415945926891815,0.180821942473315,0.124653442885058,0.309695102028555,0.447602944982632
"GYPC",0.829466125358649,0.798098973756085,-0.0212502807618327,-0.644937733459837,0.098132088458267,-1.05950917335133
"BIN1",-0.739551141879043,-0.305289041754805,0.264541339206861,0.587220289064123,-0.010135612376116,0.203214167738983
"CYP27C1",0.00570933185604217,-0.525863817197223,0.107962408965176,0.714017444533199,0.0217255892463861,-0.323550957403579
"ERCC3",0.0960683810296068,0.0691267822060642,0.0724318214646731,-0.37673396889468,0.00717539590127725,0.13193158829306
"MAP3K2",-0.00143461753224994,0.00115303509806264,0.0814104553402872,-0.139754013086781,0.0648340470789774,-0.00620890689829334
"MAP3K2-DT",0.261825491783928,0.195478242289277,0.182766327493209,0.33740367840162,-0.502343459464547,-0.475130280503486
"PROC",0.313455598437896,-0.84850687215833,-0.38397310804395,-0.127738105563707,0.68511454342085,0.36164794390724
"IWS1",0.0440724799818986,-0.00834289850644154,0.0209048815943831,-0.129417042818358,0.0302952490404582,0.0424873307080595
"LIMS2",0.563170128215,0.535292297774841,-0.407553874177192,0.0424964268587908,0.121118004568326,-0.854522983239766
"WDR33",-0.0446677786490426,-0.0771955939448237,0.0223537194226324,-0.00210243117862774,0.0182780328153855,0.0833340515344796
"SFT2D3",0.206978472639316,-0.116806900438052,-0.173913487606468,-0.301519295033404,0.0505792454903271,0.334681964948282
"POLR2D",0.198456447144078,0.0704911065656733,-0.153172347598272,-0.0914149933855661,-0.0942575823577396,0.0698973696318275
