"","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5602Aligned.sortedByCoord.out.bam"
"ATAD3B",-0.161842518909542,-0.0852760782120576,-0.271485993845765,0.138701152828698,0.140929847897082,0.238973590241587
"ENSG00000284740",-0.975139065483467,0.288940098275657,-0.322900610841853,0.807842093553817,0.120298058739323,0.0809594257565239
"ATAD3A",0.207093696366257,-0.0510263956884875,-0.223936559248641,0.174843391687942,-0.153152947173764,0.0461788140566943
"TMEM240",-0.628623852065359,-0.161934530230763,-0.257859988920793,0.354825459252788,0.138349586769009,0.555243325195118
"SSU72",0.141120450887694,0.0330320771731367,-0.0434470779860394,-0.039724905203987,-0.0298873676147755,-0.0610931772560264
"ENSG00000215014",0.501445398803044,-0.207372358468644,0.338801147705284,-0.647797267837514,-0.398395066616809,0.413318146414639
"FNDC10",0.388207159351674,0.15291106590529,-0.00131704173851332,0.258892885043485,-0.268412579962209,-0.530281488599723
"ENSG00000286989",0.14136319000552,-0.502879677890301,-0.143443164071965,0.648751681883654,-0.482546737034683,0.338754707107775
"ENSG00000272106",0.174263114804255,-0.250964564115387,-0.259065455409444,-0.262824259562563,-0.00690549678372232,0.605496661066864
"MIB2",-0.0159977856508995,-0.283247746622854,-0.0376216034726609,0.234629066594755,0.0485149711633817,0.0537230979882777
"MMP23B",0.56368371902495,0.329255403615953,-0.0050664922722985,0.119289131185317,0.410879197959355,-1.41804095951328
"CDK11B",-0.00837919553451094,-0.174443925539054,-0.0587098843431217,-0.0281256956121121,0.0726641230071952,0.196994578021606
"ENSG00000272004",0.150620759133015,-0.264340078294531,-0.840714521782386,0.0414916839222803,0.172183138091526,0.740759018930097
"SLC35E2B",-0.131294888150018,-0.130154836508517,-0.0990652837206172,-0.165277518997827,0.177212064388929,0.348580462988054
"MMP23A",0.871103463837465,0.406426268714271,-0.506785458204926,0.0709116021564364,0.415880870876678,-1.25753674737992
"CDK11A",0.122450336039515,-0.104438249148444,-0.0599943928506701,0.132457989124525,0.046811446732451,-0.137287129897375
"ENSG00000268575",-0.422368018780619,-0.213609886596526,-0.0354672614630669,-0.202922751740205,0.38805741577322,0.486310502807201
"ENSG00000227775",-1.0056645016003,0.0851399966658585,-0.139375620702502,0.530049345391849,0.439460930876371,0.0903898493687194
"SLC35E2A",-0.296634540003498,-0.311020103609735,-0.000945931346862494,0.0972751617445935,0.118184340948724,0.393141072266782
"NADK",0.143790648198717,0.203025388403608,-0.111251805925429,-0.298004428723734,0.157389728189706,-0.0949495301428671
"GNB1",-0.189142356577859,0.0639043492706577,0.173202268606238,-0.0396112622026994,-0.227853617722149,0.219500618625817
"ENSG00000231050",-0.63370755146258,-0.919092455054433,0.0160040973494195,0.540892096006229,0.206474309252637,0.789429503908729
"TMEM52",-0.562697658880798,0.219564947991386,0.593821608639516,0.832138291229272,-0.406885951264132,-0.675941237715244
"CFAP74",0.873496349150088,0.294309980115339,0.421395954437058,0.684995959539111,-1.77139951096011,-0.502798732281486
"PRKCZ",-0.548850423045895,-0.310576745540286,0.218011354632135,0.377289862862106,-0.0889084503753779,0.353034401467321
"ENSG00000271806",-0.323647449953177,0.122969813302945,0.295272342914179,-0.446721960125839,0.0312840473750939,0.320843206486799
"PRKCZ-AS1",-0.283396300383399,-0.0937456959451695,-0.228131073622912,0.239787715341832,0.149543673061078,0.215941681548571
"FAAP20",-0.125539385866371,0.0842437690998734,-0.238072404991616,0.120059505864432,-0.0423672533876616,0.201675769281347
"SKI",0.173044540792792,0.130456214743591,-0.104523587767331,-0.296806408300271,0.0256887526512291,0.0721404878799916
"ENSG00000287356",0.187358185196282,-0.0156344255306892,-0.122094434377035,-0.453141978207099,0.296517980298362,0.106994672620179
"MORN1",0.0338945660023295,-0.201297463485182,-0.130438970191193,0.152196840466432,0.172907154834253,-0.0272621276266367
"ENSG00000269896",-0.155251425006222,0.16609968643482,-0.398452645010679,-0.0244441042226717,0.15019898925743,0.261849498547325
"ENSG00000272420",0.338018899655669,0.307466436145444,-0.346551216729265,-0.163829162150923,-0.271205853038915,0.136100896117991
"RER1",0.130550984790189,-0.0541121484207823,-0.0193880467573377,-0.0764255401326084,0.0456028908751724,-0.0262281403546343
"PEX10",0.264211014324673,0.0204916109446627,-0.124389088981903,-0.293385829202779,-0.0438524723612304,0.176924765276578
"PLCH2",-0.69418088353649,-0.806788516846181,0.0435938411091126,0.889932514395309,-0.0239777720944936,0.591420816972745
"PANK4",-0.092095350836459,-0.0272954752172314,-0.0977507446960395,-0.0979082417363317,0.00832528832081803,0.306724524165243
"HES5",-1.58059739154956,-0.943778910505277,0.373692982960074,-0.777937429702529,-0.361012602196634,3.28963335099393
"TNFRSF14",0.55245810640751,1.7975909363167,1.22384720334204,-1.91772528967732,0.699990155417821,-2.35616111180675
"PRXL2B",-0.0722108645142852,0.0956815258435029,0.00589412257312727,0.072483639805915,-0.087388594077896,-0.014459829630364
"MMEL1",-1.40082814862861,0.520252588360785,1.24106278826379,0.0914750139064668,-0.516985607692454,0.0650233657900197
"TTC34",-0.248693546075613,-0.303762342263211,-0.102806111140447,-0.32534333843354,0.313336812788391,0.66726852512442
"PRDM16-DT",0.582525727580469,-0.421170670573587,-0.292031745280203,0.610249624430855,-0.203763557094699,-0.275809379062832
"PRDM16",0.203760508452591,-0.134100756805309,-0.218875272011081,0.540924941935961,0.154065954152959,-0.545775375725119
"ENSG00000279839",0.198051323666257,0.139163473736245,-0.608794590688419,0.656967435797925,0.190342522773877,-0.575730165285885
"ENSG00000272235",-0.403035894062925,-0.000629462600766573,0.208941207968742,-0.0245683919730326,0.0363057548844135,0.182986785783569
"ENSG00000287828",0.37101800418786,-0.57182294244452,0.277495398071315,0.885029189507625,-0.343764883546656,-0.617954765775626
"ARHGEF16",-0.16925973061008,-0.32932907341885,-0.428361647217923,1.43219149651124,0.0684888048768848,-0.573729850141276
"MEGF6",0.0563044666071919,-0.394899074907305,-0.430475413394279,0.368871160300881,0.342405880496893,0.0577929808966218
"TPRG1L",0.0292925195039118,0.311765644430879,0.291554955904871,-0.301365684203949,-0.256276825761114,-0.0749706098746001
"WRAP73",0.0605387832637381,-0.149142592816776,-0.0767419392537749,-0.123828815386112,-0.0502674707683139,0.339442034961239
"TP73",0.27683282788839,0.131086027548111,0.187670789220814,0.131687962135958,-1.10695147097792,0.379673864184653
"TP73-AS1",0.00402233527835882,-0.0852052176804454,-0.00994477097922619,-0.255989229972995,0.138481451594233,0.208635431760078
"SMIM1",0.355135038693917,0.285440552950538,-0.236371881353774,0.0456378728074603,0.120931061398532,-0.570772644496673
"LRRC47",-0.00155321815623122,-0.0992356314021468,-0.0190890953647873,0.0911675501947,-0.108951066981053,0.137661461709518
"ENSG00000272153",-0.0945035497632113,0.442955941995125,-0.34720355507733,-0.227787770897743,0.251606623780226,-0.0250676900370668
"CEP104",-0.0483212446362566,-0.0201955443370911,-0.0510019201722853,-0.0960028280663057,0.0520300697157321,0.163491467496206
"DFFB",0.204025712134195,-0.3629297864562,0.0699560302334747,-0.0447117610363179,0.116512191383511,0.0171476137413382
"C1orf174",-0.0892164078258153,0.0511034224248288,0.0187236456853777,-0.390533902874262,0.157740534266757,0.252182708323117
"AJAP1",-0.619230909961427,-0.260307808057082,-0.239361564412948,0.558051895956769,-0.126433408698076,0.687281795172765
"NPHP4",0.169812241310519,-0.241979887085212,-0.0354232398151089,-0.0341036604167888,0.0558258972167414,0.0858686487898517
"KCNAB2",-0.346470376947728,-0.151761344069728,0.639969655956778,0.0574764438992661,-0.353171324133178,0.153956945294593
"CHD5",-0.606978965228318,-0.484619173881549,-0.00316155176389454,0.910420998517984,-0.0546662498455683,0.239004942201349
"RPL22",0.171638542438465,0.0457425833721974,0.111943538295076,-0.164021110101662,-0.192295704460933,0.0269921504568593
"RNF207",-0.167929550816964,0.137174871531768,0.200421939724004,-0.111533392174251,0.421258722520259,-0.479392590784814
"ICMT",0.400305090271639,0.136260211776886,-0.00496141902724734,-0.171505841688362,0.105536985174871,-0.465635026507784
"GPR153",-0.277310814911218,0.00612070684212895,0.151702465321172,0.145011158286653,-0.312369369493989,0.286845853955254
"ACOT7",-0.404182393198547,-0.119290371245626,0.315554480201885,0.344987602132155,-0.36879327918451,0.231723961294646
"HES2",-0.456085314701259,0.727203482180111,-0.180573528118554,-1.32304914405407,-0.886335734543676,2.11884023923744
"ESPN",-0.467482585889026,0.797979436580337,-0.291383393190613,-0.324110114333767,-1.5062114226723,1.79120807950537
"TNFRSF25",-0.0282073063960446,-0.49636661526484,-0.129052143313152,0.136177623261805,0.0512421950641935,0.466206246648041
"PLEKHG5",-0.0245534510358789,-0.436922108199203,-0.12396799618625,0.0457949845308603,0.0445286764911925,0.495119894399286
"NOL9",0.0872765939571298,0.19802449710037,-0.040604348712546,-0.284018487125387,-0.000393241588889204,0.0397149863693231
"ZBTB48",0.186094082453904,-0.184509715161256,-0.321932417574784,0.151756928611388,0.171384135244963,-0.00279301357421513
"KLHL21",0.401623253926709,0.218980974886825,-0.0879755387917784,-0.211205633094987,-0.0300491067568824,-0.291373950169885
"PHF13",0.154939848829462,-0.076131903935682,-0.112931999340693,-0.0693297804572994,0.0756236173636653,0.0278302175405463
"THAP3",-0.194731356442792,-0.0187196126789173,-0.132191965175477,0.0265625996168906,-0.0897135428200202,0.408793877500318
"DNAJC11",0.239647834279727,-0.0510686629328587,0.0343107625678938,-0.0954927960535707,-0.0215696953868649,-0.105827442474325
"CAMTA1",-0.461802805363472,-0.343426017202267,0.16368396583449,0.347499003417629,-0.0605294472071423,0.354575300520765
"CAMTA1-IT1",-0.249172878569329,-0.231897107124178,0.23512450712591,1.20183143654902,-0.0285060508027892,-0.927379907178631
"ENSG00000270171",-1.08554466026333,-0.700224088745345,0.0986645593997025,0.487423505844227,0.107831607663365,1.09184907610138
"ENSG00000270035",-0.303108998700902,-0.215603250752028,0.25141836349806,0.424387834098628,-0.843287094386648,0.686193146242888
"VAMP3",0.494892399777347,0.675755060088591,0.0373260397273869,-0.912157342951461,0.200838257145153,-0.496654413787017
"ENSG00000269925",0.243021063477693,0.232210375436811,-0.212097971705846,-0.537413351937367,-0.0458890465019234,0.320168931230633
"PER3",-0.190534974701997,-0.0217008435399313,0.278769896726201,-0.0304314468426048,-0.167654958541281,0.131552326899614
"UTS2",0.457592229705093,-0.323996169646142,0.860943107694118,0.976482994549647,-0.711671461685608,-1.25935070061711
"PARK7",0.237481994686387,-0.046140074752274,-0.0446988072117769,0.0300852214105447,-0.152293119880627,-0.0244352142522528
"Y_RNA",-0.154781921530966,0.108443768757338,-0.0318519115062719,0.163539970300733,0.0772259642357529,-0.162575870256584
"ENSG00000284747",0.0791504460373233,-0.63877575807482,-0.538826256846276,0.829841623770347,0.332920112190342,-0.0643101670769168
"ERRFI1",-0.124142504762326,0.0271504802227991,-0.114164986189894,-0.0190761653157088,-0.0734281051685963,0.303661281213727
"SLC45A1",-0.565609393528465,-0.0968738892382719,0.0832996332537683,0.465528652622712,-0.121154427721569,0.234809424611827
"RERE",-0.131543254517718,-0.222614279101577,-0.165448169008375,0.233206301058372,-0.013073234692536,0.299472636261834
"RPL7P7",-0.117480580951684,0.114261641230646,0.0461612269500424,0.280061145231861,-0.0194006805167418,-0.303602751944124
"ENO1",0.265468798425198,0.251061530555607,0.363976001500427,-0.684007397409075,-0.168347429908234,-0.0281515031639206
"SLC2A5",0.744183445082782,0.240293026018731,-0.00370111507277637,0.0802790097671201,-0.518254180504493,-0.542800185291364
"GPR157",0.260705585613661,0.410131926775966,0.121318251547153,0.367073240767759,-0.326971303125287,-0.832257701579254
"MIR34AHG",0.542030150772613,0.965510407515282,0.304411977563533,0.771518555508956,-0.275109091797016,-2.30836199956337
"LNCTAM34A",0.334193763006912,0.664591725815703,-0.015947645634344,0.872419473691704,-0.35250038597006,-1.50275693090991
"H6PD",0.43316016371671,0.0985468738135058,-0.333772990828039,-0.14450320960125,0.318153254409586,-0.37158409151051
"SPSB1",0.418999482833248,0.445459982115286,0.236263996934332,-0.0591196406881096,-0.161921031893339,-0.879682789301414
"LINC02606",-0.058104552556222,-0.426687973014894,0.28434191478657,-0.499298256557825,0.436096635576889,0.263652231765482
"SLC25A33",-0.176296799467118,-0.034563421334953,0.0616368751377667,0.497062232370038,-0.162110271089983,-0.18572861561575
"ENSG00000231181",-0.807111979409913,0.101600645224931,-0.0245269701078672,0.577302348126998,0.480373157898452,-0.3276372017326
"TMEM201",0.180426506626586,-0.20462092752818,-0.222054983244133,0.0914265387436988,-0.0685130018323941,0.223335867234425
"PIK3CD",-0.296117787076233,-0.280917482040747,0.159408269461262,0.391461867500537,-0.304709890679165,0.330875022834348
"PIK3CD-AS2",0.324364098070718,-0.123144206181585,-0.0731373185966628,0.299715618449619,0.293416954745613,-0.721215146487703
"CLSTN1",-0.0869575071806139,-0.222669052874308,-0.0433164236243808,0.143942503010788,-0.0150817156538583,0.224082196322376
"CTNNBIP1",-0.0397402804720777,-0.0882873635855326,-0.0109163486514978,0.0603194280805353,-0.0673777230318571,0.146002287660429
"LZIC",0.0107339071575163,-0.182290666445243,0.100468780434573,-0.271785388241701,0.000464210867730408,0.342409156227123
"NMNAT1",0.380053675698402,0.0433411780736792,0.175228406786312,-0.138521838148035,-0.119604438206358,-0.340496984203999
"UBE4B",0.0928203531687046,0.0889791428097126,0.0371267793102215,-0.20100815850128,-0.0427702353481028,0.0248521185607453
"KIF1B",-0.4807682735785,-0.0507574059010132,0.42589005411218,0.181286759408474,-0.175438971935302,0.0997878378941657
"RNU6-37P",-0.493013770913546,0.155895161697608,0.71402377114757,-0.122081019307077,0.134263293138253,-0.389087435762808
"PGD",0.237868633912243,0.171837908307336,-0.0202233892027097,-0.106629829023604,-0.194419463284169,-0.0884338607090935
"CENPS",-0.32136766063531,-0.239841640608821,-0.0114108373286232,0.109221116629141,0.186959272274282,0.27643974966933
"DFFA",0.2295406942225,0.0147183898000138,-0.0201466358588318,-0.122558049357275,0.0235605161140491,-0.125114914920456
"PEX14",0.200965927998526,0.0330664789104751,-0.0204175197230976,0.0626345454753032,-0.105787384866811,-0.170462047794393
"CASZ1",-0.592476430092149,-0.150232044634638,0.501098483155427,0.262033479435731,-0.46351653201968,0.443093044155311
"ENSG00000272078",-0.586085891609527,0.0180392686848957,0.30366943433592,0.461646640000234,-0.666196247174754,0.468926795763231
"TARDBP",-0.0017274693383964,-0.0490948104312583,-0.0713097672756637,-0.16522814912619,0.0120897485234401,0.275270447648069
"MASP2",0.212836238661195,-0.1844791776179,-0.135839804743957,-0.393022644835177,0.45442654858169,0.0460788399541481
"SRM",0.370804669436382,0.43938408836718,-0.0505145083211671,-0.360224974375401,-0.222013849252879,-0.177435425854111
"EXOSC10",0.323612434748294,0.0897269254218402,-0.0468530531981797,-0.448253836053873,0.148512593897426,-0.0667450648155077
"ENSG00000226849",-0.0950444003759596,-0.0356494854683879,-0.0404501641391215,-0.208860572742178,0.114032038843138,0.26597258388251
"MTOR",0.127759881788797,0.00525564995166228,-0.0431914532643045,-0.140549474409942,-0.0223523305654201,0.0730777264992115
"UBIAD1",0.0619396113550104,-0.0299307441829453,-0.0137086640361526,0.0558443276189498,-0.21329114229156,0.139146611536698
"DISP3",-0.975116655324269,-0.762184983410689,-0.209884044480225,0.885253670069839,-0.239184144924246,1.30111615806959
"ENSG00000285833",-0.415857834431926,-0.290338669205507,-0.772343017980643,0.611180232917499,-0.241885651192053,1.10924493989263
"FBXO2",-0.0554520947145329,-0.124326772630462,0.0648741228045502,0.635252821402088,-0.178713081200476,-0.341634995661167
"FBXO44",-0.150816502859495,-0.0914583717819442,0.130355507239223,0.17282500052465,-0.159122727283233,0.0982170941607992
"FBXO6",-0.106801187387762,0.0968671305159837,0.666076139730777,-0.559301533286384,-0.35089225316555,0.254051703592936
"MAD2L2",0.165926266024484,-0.0825276965606632,-0.111210183091395,0.0284822005095595,-0.217072346436606,0.21640175955462
"DRAXIN",-0.810053607265735,-0.573022713893872,-0.031834908611426,0.564927974630042,-0.67540976124551,1.52539301638651
"AGTRAP",0.312908451095773,0.297406746859695,-0.527521857729804,0.0767880629079585,0.0706117985556727,-0.230193201689295
"C1orf167",-0.313007727028953,0.49278035579482,-0.11906035332269,-0.26723476137203,0.00344697421127893,0.203075511717574
"MTHFR",-0.163746996046652,-0.0452093812265755,0.0143891082546359,0.221929103199555,-0.019397537849529,-0.0079642963314317
"CLCN6",-0.291329431858675,-0.00155745364388693,0.336807915150938,0.0238163914314029,-0.0660797263183568,-0.00165769476142241
"ENSG00000285646",0.318351615449696,-0.385664831619607,0.555271330424589,-0.37487164731834,-0.231591486084171,0.118505019147833
"KIAA2013",0.22091302638498,0.0262648958702636,-0.0806889747303945,-0.376846779453382,0.146896867836211,0.0634609640923252
"PLOD1",0.436993188671142,0.434193158003103,0.248845307295831,-0.634954127604582,0.240779486749045,-0.725857013114533
"MFN2",0.0846701078760121,0.0665853125356914,0.0857226162169296,-0.220199587984369,-0.0536151717911455,0.0368367231468838
"MIIP",-0.0429975771985074,-0.144136105094694,0.0334104360165455,-0.104252831671448,0.0312150698402984,0.226761008107807
"SNORA70",-0.0124055903237013,-0.225771892578934,-0.613702549342952,0.282999628004907,0.201029020304169,0.367851383936511
"VPS13D",-0.059783818730696,0.0307687090275497,0.0365175875947603,0.174375118750153,0.0204681908580246,-0.202345787499788
"DHRS3",0.781170508237637,0.647975999106293,0.0757623859307941,-1.98008121727615,0.981803181880593,-0.506630857879168
"C1orf158",0.336224647757488,-0.0111380934829863,-0.376624657917763,0.462673437200247,-0.602818641162906,0.191683307605921
"PDPN",0.398607781976834,0.244903894383018,-0.0576144100523477,0.145502177864929,-0.270928833616392,-0.460470610556037
"PRDM2",-0.258934664727128,-0.128111781893514,-0.0113523598000089,0.23936637658058,-0.0524480436732944,0.211480473513368
"ENSG00000289380",-0.00733337372517262,-0.487091245219497,-0.132297337146953,-0.0868377148346255,0.33008711267127,0.383472558254979
"KAZN",-0.0225503968694545,0.0854490624925903,-0.0951312392058608,0.10225437371288,0.145570399102565,-0.215592199232718
"TMEM51-AS1",-0.559742606902439,-0.219870604013336,0.017246646469733,0.55157486858026,0.450978675256934,-0.240186979391149
"TMEM51",0.541204150689522,0.746829022025936,0.397143110728121,-0.204263545807072,-0.29393294454702,-1.18697979308949
"FHAD1",0.921643579164724,-0.434597894062221,-0.39154766376546,1.04932130233879,-0.372610429252353,-0.772208894423485
"EFHD2",0.341004072814121,-0.219629903003916,0.277175540968108,0.188331328820732,-0.29704831044749,-0.289832729151553
"CASP9",0.199467159813117,-0.0156186185655627,0.09469352032683,-0.0998902451804096,-0.0610427766180148,-0.117609039775959
"DNAJC16",0.180629050102519,0.348204073999863,0.129304887800868,-0.372145353499344,-0.105084690886781,-0.180907967517123
"DDI2",0.212653619156908,0.106312092145793,0.229042954055671,-0.342665485493588,0.0384798188014637,-0.243822998666247
"PLEKHM2",0.045959907095626,0.0442990266347261,-0.0592796227040688,-0.105319040253285,0.0113768499592455,0.0629628792677561
"ENSG00000237938",-0.403147021295036,0.138630660308859,-0.474605736050304,-0.30293156727515,0.54017739159782,0.50187627271381
