"","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_3502Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_D35Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.GIBCO_D35Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_3502Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.TCLAB_D35Aligned.sortedByCoord.out.bam"
"ANKS6",-0.1208748,0.3097288,-0.004300584,-0.04058101,0.1822944,0.1262138,0.2028772,-0.7205131,0.2266996,-0.1656459,0.2100176,-0.02503389,0.4161271,0.06382233,-0.6608315
"GALNT12",0.8569279,1.109707,0.04029329,-0.03257692,0.1757462,0.594396,1.403691,-0.7391771,1.070169,-2.437466,-0.2094611,-1.885732,1.010943,1.098108,-2.055569
"COL15A1",-0.4623446,4.503392,-2.451716,-1.777111,3.990037,3.733124,-1.550794,-3.937551,0.5672745,-0.5625184,-2.561235,-2.538394,2.215483,2.494415,-1.662063
"TGFBR1",0.3326345,-0.420288,0.07183126,0.4369628,-0.3751221,-0.6605044,0.9670167,0.3078182,-0.7566485,0.418603,0.2935575,-0.1938308,-0.4722475,-0.5519326,0.6021499
"ALG2",-0.3158277,0.2258271,0.1130764,-0.03246886,0.2072577,-0.2141892,0.2121165,-0.1646684,-0.572416,0.2083179,-0.4092377,0.4198566,-0.1079907,-0.1505833,0.5809297
"SEC61B",-0.3406988,0.1344066,0.1874778,-0.06413779,-0.06980266,-0.4423193,0.4286196,0.07573359,-0.2214219,0.03413613,-0.1897302,0.3511237,-0.05372008,-0.2845261,0.4548594
"NAMA",0.2958578,-0.9442997,0.242415,0.6876695,-0.4235954,0.006349551,-0.2909967,0.09521496,0.4750497,-0.7745224,1.268888,0.4301486,0.5813804,0.5687491,-2.218308
"ENSG00000237461",0.6222608,-0.9316019,0.9032389,0.1629673,-0.3343752,-0.1504745,0.6345857,-0.23745,0.7517235,-1.418794,0.8834193,-0.426989,0.1565333,0.1826109,-0.7976555
"NR4A3",-0.05209443,1.396729,-0.9220361,-0.8002245,1.510597,1.003571,-0.8043014,-0.5250725,2.219417,-2.200103,-0.08640905,-1.703041,1.520941,2.606736,-3.164709
"STX17",0.2665929,0.2390059,0.193911,0.055183,0.1243213,0.05439173,0.160672,-0.1318332,0.002297714,-0.5261077,0.06352373,-0.3781149,0.4084393,0.1270715,-0.6593543
"ERP44",-0.1876022,-0.1527588,0.02487318,-0.1765864,-0.1267189,-0.2226651,0.1785596,0.06303485,-0.3779511,0.4091977,-0.2971535,0.4544911,-0.2164054,-0.1602362,0.7879211
